date,channel,sessions,users,new_users,pageviews,bounce_rate,avg_session_duration_sec,conversions,revenue_gbp
2024-06-12,Email,707,521,360,2174,0.5187,61.0,22,16010.12
2024-06-12,Referral,495,391,270,1155,0.3918,314.5,15,7779.64
2024-06-12,Display,358,279,149,1570,0.7081,210.0,3,2142.18
2024-06-13,Organic Search,1910,1649,949,7988,0.5937,228.7,62,26014.11
2024-06-13,Paid Search,1372,1106,642,5400,0.3476,105.7,43,10712.74
2024-06-13,Social Media,1149,927,505,4743,0.5892,173.7,27,15467.62
2024-06-13,Direct,1079,924,645,4352,0.3436,228.9,44,18490.3
2024-06-13,Email,637,535,364,1490,0.4865,211.1,7,2321.41
2024-06-13,Referral,545,411,231,1642,0.3821,182.1,8,6610.88
2024-06-13,Display,448,352,230,1697,0.6113,62.0,12,3401.68
2024-06-14,Organic Search,2090,1798,927,8594,0.634,167.8,46,35748.29
2024-06-14,Paid Search,1400,1011,493,4198,0.643,273.2,55,20053.86
2024-06-14,Social Media,1271,1117,570,5638,0.3809,227.6,65,45823.19
2024-06-14,Direct,980,725,441,4356,0.373,295.1,35,15375.61
2024-06-14,Email,562,476,274,2031,0.6294,279.2,23,7129.26
2024-06-14,Referral,567,494,247,1317,0.4837,223.5,22,3086.76
2024-06-14,Display,424,367,172,1279,0.6118,93.9,13,7552.95
2024-06-15,Organic Search,1391,1054,710,3912,0.5249,123.8,68,47179.43
2024-06-15,Paid Search,1009,832,431,4383,0.5635,226.0,39,7624.35
2024-06-15,Social Media,717,584,278,1991,0.6757,84.1,24,9211.68
2024-06-15,Direct,686,536,306,1476,0.3309,309.4,9,5595.8
2024-06-15,Email,399,307,207,1612,0.3755,62.6,7,3738.87
2024-06-15,Referral,374,271,188,1677,0.5032,219.6,13,3063.1
2024-06-15,Display,278,241,120,603,0.3097,193.1,4,3011.27
2024-06-16,Organic Search,1286,970,515,3378,0.6057,304.4,30,14146.49
2024-06-16,Paid Search,1062,823,483,2980,0.613,188.9,37,15242.44
2024-06-16,Social Media,660,493,306,2791,0.4181,162.1,25,16987.69
2024-06-16,Direct,588,498,342,1923,0.6708,170.2,27,19321.24
2024-06-16,Email,430,351,195,1488,0.4571,224.5,5,1210.46
2024-06-16,Referral,312,250,149,874,0.6472,227.7,18,6788.61
2024-06-16,Display,223,166,88,891,0.4503,78.9,9,3523.81
2024-06-17,Organic Search,2426,1794,950,5158,0.4381,181.0,120,93129.97
2024-06-17,Paid Search,1465,1145,687,4930,0.3432,132.3,59,45126.32
2024-06-17,Social Media,1240,907,610,3859,0.6176,142.6,32,8444.8
2024-06-17,Direct,1046,836,583,3254,0.3521,104.5,27,10786.12
2024-06-17,Email,654,500,305,2717,0.7149,297.0,15,11015.99
2024-06-17,Referral,543,468,318,1191,0.5708,78.1,8,5646.68
2024-06-17,Display,426,325,207,1303,0.5337,141.4,17,6921.19
2024-06-18,Organic Search,2370,1878,1243,10478,0.351,157.2,96,13572.52
2024-06-18,Paid Search,1243,897,427,3573,0.5888,173.3,23,5969.57
2024-06-18,Social Media,1254,976,659,5611,0.6923,285.7,28,19404.26
2024-06-18,Direct,847,738,345,2448,0.5574,271.2,19,4642.6
2024-06-18,Email,570,452,217,2376,0.6163,290.8,33,13916.25
2024-06-18,Referral,550,406,236,1917,0.5777,313.9,14,9149.44
2024-06-18,Display,366,278,145,841,0.5346,286.9,15,9851.19
2024-06-19,Organic Search,2041,1494,1035,4581,0.3055,116.2,103,26489.51
2024-06-19,Paid Search,1268,955,570,4268,0.6606,257.7,32,14445.95
2024-06-19,Social Media,1003,803,544,2632,0.4527,313.5,53,26225.92
2024-06-19,Direct,1039,779,404,2591,0.429,286.2,44,10010.95
2024-06-19,Email,711,596,304,3018,0.3786,67.4,30,13512.84
2024-06-19,Referral,520,451,212,1630,0.3633,190.6,18,2858.48
2024-06-19,Display,372,273,167,1434,0.4775,136.4,11,6090.21
2024-06-20,Organic Search,2258,1804,1007,8433,0.5715,309.3,47,7463.16
2024-06-20,Paid Search,1238,944,440,2899,0.3951,221.3,56,22741.2
2024-06-20,Social Media,985,824,551,2702,0.3864,264.3,26,8586.1
2024-06-20,Direct,987,826,391,3264,0.5942,184.0,24,18764.82
2024-06-20,Email,589,453,211,1501,0.6779,96.9,6,2798.75
2024-06-20,Referral,531,397,204,1213,0.5853,281.8,21,17383.07
2024-06-20,Display,409,326,166,966,0.6439,207.5,24,17515.49
2024-06-21,Organic Search,2255,1683,819,5243,0.4279,251.4,73,47918.29
2024-06-21,Paid Search,1650,1255,717,4907,0.3057,151.7,75,57802.64
2024-06-21,Social Media,1211,1037,700,4274,0.3474,238.3,56,7567.33
2024-06-21,Direct,1097,940,577,2676,0.5091,123.5,51,42355.61
2024-06-21,Email,612,513,255,2687,0.5683,311.0,32,19696.8
2024-06-21,Referral,626,495,341,2106,0.4114,236.6,34,13785.27
2024-06-21,Display,389,341,179,855,0.5184,149.3,15,6546.38
2024-06-22,Organic Search,1434,1254,812,4003,0.7072,189.7,63,29005.94
2024-06-22,Paid Search,836,731,442,3088,0.4275,134.9,41,5386.68
2024-06-22,Social Media,627,479,286,1396,0.4284,171.9,26,3132.18
2024-06-22,Direct,576,446,232,2397,0.5794,259.9,10,1827.83
2024-06-22,Email,387,340,169,1356,0.3339,116.9,13,4925.46
2024-06-22,Referral,397,326,181,1754,0.3412,127.9,9,3121.53
2024-06-22,Display,264,218,115,920,0.587,111.9,4,2098.51
2024-06-23,Organic Search,1367,1002,592,4932,0.5292,157.8,73,32042.02
2024-06-23,Paid Search,833,658,347,3618,0.5993,181.8,26,11101.2
2024-06-23,Social Media,707,512,301,3109,0.4768,256.5,28,9540.85
2024-06-23,Direct,575,461,222,1957,0.5375,136.3,27,10979.32
2024-06-23,Email,403,290,189,1692,0.4933,74.1,5,3629.11
2024-06-23,Referral,380,293,138,1063,0.5022,146.1,4,2642.18
2024-06-23,Display,273,228,105,707,0.3605,252.5,9,2548.68
2024-06-24,Organic Search,2356,2017,1059,6705,0.7154,61.7,80,49766.04
2024-06-24,Paid Search,1272,915,549,3040,0.3407,113.1,42,30571.39
2024-06-24,Social Media,1100,801,384,3378,0.7127,273.3,57,29588.99
2024-06-24,Direct,1051,871,579,3763,0.4816,225.4,20,14350.83
2024-06-24,Email,669,499,317,2282,0.5,135.4,29,23783.97
2024-06-24,Referral,558,461,252,2106,0.3451,168.4,17,2387.12
2024-06-24,Display,394,319,144,1113,0.5709,292.2,16,2417.94
2024-06-25,Organic Search,2510,2193,1243,9626,0.4163,315.3,69,51388.64
2024-06-25,Paid Search,1439,1116,699,4370,0.3264,230.5,39,25155.88
2024-06-25,Social Media,1064,887,573,2945,0.6203,138.8,31,24452.7
2024-06-25,Direct,1000,780,442,3681,0.5419,301.1,48,24171.2
2024-06-25,Email,568,438,301,1667,0.5593,165.0,6,4451.9
2024-06-25,Referral,502,369,175,2179,0.5001,257.6,29,20597.12
2024-06-25,Display,427,323,218,1075,0.6748,256.5,13,2170.87
2024-06-26,Organic Search,2312,1706,1128,5259,0.6206,217.7,120,95303.05
2024-06-26,Paid Search,1361,1132,616,6088,0.541,111.9,30,13181.58
2024-06-26,Social Media,1046,786,385,4239,0.6396,110.0,40,23170.18
2024-06-26,Direct,1007,757,493,4273,0.451,166.1,37,6383.78
2024-06-26,Email,578,483,327,2104,0.5084,276.4,22,10248.15
2024-06-26,Referral,534,437,257,1298,0.3282,171.2,15,2576.0
2024-06-26,Display,348,294,154,829,0.3968,216.4,9,2551.82
2024-06-27,Organic Search,2531,2195,1125,9587,0.3285,286.6,147,25664.33
2024-06-27,Paid Search,1469,1258,859,4847,0.4677,74.7,65,13060.99
2024-06-27,Social Media,1108,960,495,2406,0.442,127.8,29,19669.46
2024-06-27,Direct,854,689,436,3687,0.5786,288.4,18,3118.06
2024-06-27,Email,724,626,391,2850,0.3149,315.1,41,22822.56
2024-06-27,Referral,577,422,248,2522,0.4136,70.9,6,2943.31
2024-06-27,Display,417,329,173,1726,0.708,65.6,5,3423.69
2024-06-28,Organic Search,2443,1967,1308,9128,0.6099,203.6,30,20368.43
2024-06-28,Paid Search,1520,1198,666,3694,0.4839,293.3,89,34570.03
2024-06-28,Social Media,1014,800,371,2694,0.5472,119.1,48,36887.27
2024-06-28,Direct,1041,844,588,2223,0.6023,271.3,14,2975.04
2024-06-28,Email,577,419,225,2119,0.4026,136.0,23,10797.4
2024-06-28,Referral,495,362,185,1685,0.5079,251.2,13,10244.31
2024-06-28,Display,365,304,208,1449,0.4229,229.9,13,4098.91
2024-06-29,Organic Search,1537,1230,570,6549,0.5963,221.7,36,9669.42
2024-06-29,Paid Search,831,728,369,3224,0.3885,156.8,42,9392.53
2024-06-29,Social Media,829,689,421,2643,0.348,189.7,9,2906.25
2024-06-29,Direct,600,511,240,1661,0.5561,188.8,31,12424.93
2024-06-29,Email,358,269,133,1122,0.3219,139.3,13,4860.67
2024-06-29,Referral,311,254,171,1341,0.6811,270.7,12,8073.53
2024-06-29,Display,246,209,116,769,0.6063,251.2,3,599.17
2024-06-30,Organic Search,1401,1170,724,5828,0.6939,180.5,54,28882.51
2024-06-30,Paid Search,937,699,381,3644,0.6884,94.3,10,7037.0
2024-06-30,Social Media,823,603,309,2800,0.4418,162.6,33,12673.23
2024-06-30,Direct,651,550,358,2317,0.3522,207.8,16,5009.56
2024-06-30,Email,374,296,165,1204,0.7057,184.9,19,5301.48
2024-06-30,Referral,314,273,141,1119,0.4319,76.7,5,3395.82
2024-06-30,Display,241,207,99,870,0.3617,220.7,3,610.64
2024-07-01,Organic Search,1921,1593,1059,6707,0.3176,246.5,25,16040.53
2024-07-01,Paid Search,1330,1012,627,5530,0.4484,246.8,53,19891.04
2024-07-01,Social Media,973,769,444,2596,0.4368,156.6,49,20759.24
2024-07-01,Direct,996,856,415,2872,0.631,147.1,30,17878.32
2024-07-01,Email,631,552,334,1567,0.3187,301.9,35,4852.43
2024-07-01,Referral,575,488,281,2285,0.5134,211.2,15,4152.81
2024-07-01,Display,437,316,199,1317,0.7191,80.4,6,4817.57
2024-07-02,Organic Search,2043,1635,970,6978,0.4756,250.6,107,54063.05
2024-07-02,Paid Search,1239,985,572,3913,0.4131,277.4,30,8944.23
2024-07-02,Social Media,1027,865,467,3280,0.6142,90.0,22,14408.74
2024-07-02,Direct,1063,826,444,3522,0.6841,229.9,42,18805.36
2024-07-02,Email,620,502,329,1488,0.5258,261.9,18,9843.69
2024-07-02,Referral,496,377,196,1415,0.3342,169.5,29,15674.17
2024-07-02,Display,413,348,234,1735,0.3065,91.4,9,4723.58
2024-07-03,Organic Search,2513,2108,1015,5482,0.4812,239.4,149,32278.73
2024-07-03,Paid Search,1588,1376,930,4685,0.469,204.8,72,14896.2
2024-07-03,Social Media,1245,1075,642,4456,0.7175,71.8,58,21988.91
2024-07-03,Direct,939,737,414,3853,0.4215,184.0,15,3808.79
2024-07-03,Email,686,594,406,1578,0.6762,214.3,19,11287.24
2024-07-03,Referral,536,423,244,1882,0.6968,85.2,13,4797.2
2024-07-03,Display,405,349,207,1670,0.4792,143.9,10,2502.44
2024-07-04,Organic Search,1985,1687,1068,8881,0.3885,195.0,76,43266.69
2024-07-04,Paid Search,1257,962,461,3465,0.4843,290.2,30,23697.48
2024-07-04,Social Media,1274,1070,728,4713,0.3592,113.8,66,44289.38
2024-07-04,Direct,817,706,487,2774,0.6356,61.7,42,5830.33
2024-07-04,Email,578,503,298,2229,0.5188,276.1,14,2800.26
2024-07-04,Referral,590,504,282,1851,0.4105,284.8,35,22893.24
2024-07-04,Display,351,272,127,1405,0.6055,145.1,12,3858.71
2024-07-05,Organic Search,2308,1851,1192,8761,0.4322,300.4,73,58445.89
2024-07-05,Paid Search,1554,1197,790,5729,0.6686,69.3,64,8052.39
2024-07-05,Social Media,989,771,528,3675,0.4114,99.4,50,32774.97
2024-07-05,Direct,890,669,447,3899,0.66,254.9,9,1521.91
2024-07-05,Email,645,485,239,2001,0.4105,158.9,25,14638.29
2024-07-05,Referral,552,455,225,1556,0.3974,136.0,18,12629.24
2024-07-05,Display,383,297,169,893,0.3472,289.0,18,5934.75
2024-07-06,Organic Search,1645,1270,781,3911,0.4952,142.9,25,15719.68
2024-07-06,Paid Search,983,829,473,3962,0.5055,167.1,21,6979.96
2024-07-06,Social Media,722,622,401,1621,0.6242,128.0,18,7302.71
2024-07-06,Direct,607,475,322,1665,0.6058,148.4,30,10356.38
2024-07-06,Email,400,324,159,1037,0.5626,306.4,16,5770.71
2024-07-06,Referral,371,268,168,1493,0.3379,243.2,20,13595.89
2024-07-06,Display,261,215,124,774,0.3833,100.8,9,6728.38
2024-07-07,Organic Search,1323,1122,760,3830,0.3906,250.7,75,10975.1
2024-07-07,Paid Search,792,689,327,2419,0.5037,100.8,19,5470.17
2024-07-07,Social Media,779,591,306,1867,0.6293,230.4,12,7927.01
2024-07-07,Direct,574,421,197,2200,0.6202,168.0,6,4356.5
2024-07-07,Email,424,315,199,1696,0.3816,217.5,10,3563.21
2024-07-07,Referral,361,261,135,933,0.411,230.6,12,3991.25
2024-07-07,Display,225,196,115,733,0.6812,198.6,5,662.83
2024-07-08,Organic Search,2211,1731,940,7543,0.3455,118.3,129,52898.32
2024-07-08,Paid Search,1308,1019,602,4764,0.4396,270.5,76,14412.18
2024-07-08,Social Media,996,854,488,2689,0.3594,220.3,33,21377.85
2024-07-08,Direct,967,732,469,2615,0.4308,147.8,16,5674.45
2024-07-08,Email,644,505,227,2419,0.6171,266.6,24,8364.04
2024-07-08,Referral,578,445,279,1927,0.6606,318.1,8,1573.46
2024-07-08,Display,418,326,208,1040,0.6142,103.2,13,10783.49
2024-07-09,Organic Search,1904,1500,739,7668,0.5046,254.7,71,29221.2
2024-07-09,Paid Search,1334,1053,551,5753,0.5842,195.8,54,21129.73
2024-07-09,Social Media,1155,857,497,2992,0.5579,245.8,41,12439.59
2024-07-09,Direct,936,814,554,3583,0.658,95.2,33,23940.44
2024-07-09,Email,538,423,206,1216,0.7103,141.1,10,6266.53
2024-07-09,Referral,558,431,200,1799,0.3657,151.1,21,5985.03
2024-07-09,Display,410,356,184,1668,0.6646,212.0,10,5758.86
2024-07-10,Organic Search,2143,1630,953,7891,0.3325,99.6,99,32114.55
2024-07-10,Paid Search,1318,970,629,4625,0.6217,145.8,64,35346.18
2024-07-10,Social Media,1030,874,583,3815,0.4988,103.7,50,42101.68
2024-07-10,Direct,830,704,342,2071,0.6673,144.1,45,7114.41
2024-07-10,Email,633,500,308,1826,0.5102,90.5,24,9490.46
2024-07-10,Referral,532,423,223,1783,0.5229,289.7,27,22070.15
2024-07-10,Display,446,380,238,1835,0.5354,187.4,22,13647.0
2024-07-11,Organic Search,2241,1769,950,4842,0.4536,181.2,97,63224.48
2024-07-11,Paid Search,1294,1047,732,5634,0.4606,106.5,61,7795.24
2024-07-11,Social Media,1082,870,392,3078,0.3395,155.9,24,19025.8
2024-07-11,Direct,974,706,366,3164,0.3184,240.8,22,12681.84
2024-07-11,Email,718,611,406,3106,0.7188,224.4,24,11174.82
2024-07-11,Referral,612,514,335,1341,0.3121,292.5,10,6574.23
2024-07-11,Display,437,323,179,1804,0.3235,225.7,5,955.79
2024-07-12,Organic Search,2229,1955,974,7965,0.307,277.7,116,40719.55
2024-07-12,Paid Search,1503,1299,775,6562,0.5169,304.5,45,32918.99
2024-07-12,Social Media,1156,844,553,3819,0.6062,81.8,37,11881.94
2024-07-12,Direct,857,686,338,3335,0.6519,60.8,20,7520.0
2024-07-12,Email,598,484,302,2068,0.4945,90.2,8,5220.57
2024-07-12,Referral,498,405,280,1962,0.6313,116.6,14,2510.63
2024-07-12,Display,419,318,209,1525,0.6786,109.7,20,4337.93
2024-07-13,Organic Search,1236,1029,508,3012,0.4325,118.7,23,17595.12
2024-07-13,Paid Search,829,635,396,2267,0.5058,210.5,22,12947.72
2024-07-13,Social Media,703,577,379,1538,0.6506,160.3,25,6844.6
2024-07-13,Direct,649,503,328,2603,0.3871,241.9,22,15967.51
2024-07-13,Email,444,326,209,1207,0.4964,68.2,6,3603.49
2024-07-13,Referral,323,239,142,966,0.4587,213.0,3,1895.82
2024-07-13,Display,264,226,102,821,0.4406,228.4,3,2359.8
2024-07-14,Organic Search,1342,1066,529,2888,0.6399,178.7,52,22751.4
2024-07-14,Paid Search,888,757,388,2660,0.4419,236.4,22,18230.5
2024-07-14,Social Media,793,667,450,2630,0.4768,261.3,45,18564.64
2024-07-14,Direct,524,420,285,2215,0.7054,305.1,10,8298.72
2024-07-14,Email,437,323,172,1924,0.7075,140.4,21,14806.84
2024-07-14,Referral,351,262,117,861,0.6708,138.3,4,1169.66
2024-07-14,Display,231,169,86,864,0.6552,157.3,7,2601.48
2024-07-15,Organic Search,2170,1800,1124,9311,0.5807,276.2,98,66349.04
2024-07-15,Paid Search,1236,915,586,2991,0.6248,293.5,63,41149.81
2024-07-15,Social Media,1070,837,391,3500,0.611,212.5,22,12412.87
2024-07-15,Direct,1013,789,422,4128,0.5564,255.4,56,33111.2
2024-07-15,Email,557,417,209,1751,0.4426,230.1,17,5576.4
2024-07-15,Referral,528,449,205,2323,0.4771,102.5,23,16766.76
2024-07-15,Display,386,283,175,904,0.6622,268.9,4,1411.56
2024-07-16,Organic Search,2234,1745,983,7297,0.7032,164.4,108,36844.93
2024-07-16,Paid Search,1303,1070,642,5245,0.4891,156.9,43,15677.64
2024-07-16,Social Media,1104,859,555,4916,0.5233,159.7,48,11029.57
2024-07-16,Direct,890,773,461,2291,0.6414,249.2,29,4507.67
2024-07-16,Email,583,431,246,1737,0.6734,238.5,13,4762.51
2024-07-16,Referral,512,435,254,1294,0.4499,64.6,13,7595.48
2024-07-16,Display,401,311,142,1553,0.4044,81.9,5,3252.77
2024-07-17,Organic Search,2268,1789,927,10052,0.5894,123.5,116,84620.85
2024-07-17,Paid Search,1500,1205,680,3425,0.4566,98.2,88,51533.2
2024-07-17,Social Media,1215,949,659,2781,0.6895,254.8,37,5044.58
2024-07-17,Direct,1061,807,494,4476,0.6515,172.7,16,4158.4
2024-07-17,Email,578,444,256,2398,0.4024,267.7,16,7443.69
2024-07-17,Referral,587,463,294,2329,0.4163,234.6,23,18034.64
2024-07-17,Display,410,313,172,879,0.474,93.7,9,5015.95
2024-07-18,Organic Search,2487,1917,968,5330,0.4363,76.6,60,38387.07
2024-07-18,Paid Search,1536,1250,760,4437,0.4634,301.8,16,5898.16
2024-07-18,Social Media,1038,821,464,4029,0.3885,241.4,45,13799.5
2024-07-18,Direct,802,686,474,2899,0.5358,149.8,16,13423.27
2024-07-18,Email,597,457,241,2220,0.3124,222.5,10,3766.87
2024-07-18,Referral,533,468,213,2364,0.5337,187.6,11,8717.05
2024-07-18,Display,345,281,186,804,0.3917,318.0,13,3255.13
2024-07-19,Organic Search,1950,1646,1042,5972,0.4716,255.3,60,33447.09
2024-07-19,Paid Search,1321,1027,489,5579,0.7033,258.1,34,17374.26
2024-07-19,Social Media,1051,901,516,3377,0.647,176.9,59,14730.38
2024-07-19,Direct,872,702,374,2802,0.3724,295.9,25,14919.15
2024-07-19,Email,709,557,339,2541,0.3582,221.2,42,23422.76
2024-07-19,Referral,581,506,268,1568,0.5391,182.7,8,3122.53
2024-07-19,Display,416,358,219,1424,0.6626,281.1,7,2725.92
2024-07-20,Organic Search,1566,1171,801,6751,0.4355,136.2,85,23044.8
2024-07-20,Paid Search,894,678,407,4000,0.6346,312.9,31,6235.49
2024-07-20,Social Media,726,561,381,1802,0.4941,310.2,7,1005.17
2024-07-20,Direct,635,545,380,2647,0.3296,168.4,14,8997.28
2024-07-20,Email,356,300,183,1203,0.31,185.0,16,5341.81
2024-07-20,Referral,341,290,186,1013,0.601,193.0,14,6060.17
2024-07-20,Display,223,165,85,909,0.6165,89.1,4,1685.65
2024-07-21,Organic Search,1338,1158,751,3484,0.3408,226.9,18,13975.43
2024-07-21,Paid Search,901,684,352,2530,0.4868,264.7,40,21392.35
2024-07-21,Social Media,722,607,295,2015,0.3928,156.4,20,6651.79
2024-07-21,Direct,682,508,309,2210,0.4847,136.7,32,20077.13
2024-07-21,Email,359,275,150,1302,0.3118,115.0,9,4918.42
2024-07-21,Referral,326,272,173,1463,0.4705,220.8,6,2227.66
2024-07-21,Display,225,192,101,674,0.6635,186.2,4,2013.69
2024-07-22,Organic Search,1947,1681,762,8513,0.4438,140.4,41,13249.98
2024-07-22,Paid Search,1502,1271,778,4439,0.4929,297.3,83,60854.21
2024-07-22,Social Media,1190,1005,583,3151,0.3851,232.7,35,6725.36
2024-07-22,Direct,877,640,376,2967,0.6113,286.9,51,8203.94
2024-07-22,Email,628,477,245,2433,0.5897,229.2,13,8104.66
2024-07-22,Referral,532,386,232,1821,0.3384,109.4,27,4494.91
2024-07-22,Display,431,346,160,1140,0.546,211.1,14,7167.46
2024-07-23,Organic Search,2334,1799,1094,6001,0.3489,81.7,46,23732.75
2024-07-23,Paid Search,1265,1009,597,4422,0.6617,89.0,68,46749.93
2024-07-23,Social Media,978,830,500,3124,0.3002,256.2,39,18704.47
2024-07-23,Direct,833,667,385,3651,0.4258,285.5,18,5777.29
2024-07-23,Email,626,481,269,2782,0.6972,186.8,16,13300.46
2024-07-23,Referral,533,397,185,1671,0.4279,300.6,17,9956.13
2024-07-23,Display,388,290,186,1525,0.3896,190.5,10,5071.92
2024-07-24,Organic Search,1891,1452,874,6562,0.3649,100.7,91,63121.43
2024-07-24,Paid Search,1526,1247,610,6708,0.7121,229.9,75,51691.58
2024-07-24,Social Media,999,868,493,4150,0.4275,97.7,26,9837.66
2024-07-24,Direct,988,782,435,3007,0.4752,258.2,29,23986.95
2024-07-24,Email,586,497,344,2309,0.3082,243.1,11,7074.88
2024-07-24,Referral,503,392,207,2011,0.4368,205.6,10,2769.35
2024-07-24,Display,383,328,156,1027,0.4367,184.7,17,7871.11
2024-07-25,Organic Search,2444,1777,1092,9166,0.6817,186.6,58,32647.88
2024-07-25,Paid Search,1325,975,594,3660,0.4552,300.1,20,4360.56
2024-07-25,Social Media,1151,888,571,3560,0.3637,99.1,28,7447.88
2024-07-25,Direct,804,610,361,3160,0.4095,198.1,19,2583.08
2024-07-25,Email,661,483,312,2516,0.4319,281.9,36,16036.68
2024-07-25,Referral,597,447,253,1913,0.4399,236.2,26,7966.69
2024-07-25,Display,410,296,142,1265,0.4664,186.5,5,2528.65
2024-07-26,Organic Search,2401,1925,874,7561,0.3135,191.1,119,82919.24
2024-07-26,Paid Search,1370,1112,676,5291,0.5374,313.3,67,34048.5
2024-07-26,Social Media,1163,994,469,5017,0.5562,318.2,55,37399.68
2024-07-26,Direct,896,684,384,3775,0.6104,229.1,12,7115.08
2024-07-26,Email,581,467,291,2363,0.4816,65.6,22,2742.04
2024-07-26,Referral,586,423,214,1831,0.4087,118.0,25,8960.8
2024-07-26,Display,376,310,199,1307,0.449,288.9,20,4628.03
2024-07-27,Organic Search,1497,1127,558,3237,0.5528,279.6,73,37540.66
2024-07-27,Paid Search,1011,780,412,2681,0.3877,138.8,31,9854.49
2024-07-27,Social Media,782,590,317,1899,0.6775,174.3,40,15753.33
2024-07-27,Direct,583,489,310,1756,0.4877,163.8,11,4375.45
2024-07-27,Email,432,317,156,1854,0.6043,91.6,20,4157.23
2024-07-27,Referral,345,281,179,986,0.3802,316.1,17,6505.84
2024-07-27,Display,229,168,94,484,0.6374,164.1,12,4547.01
2024-07-28,Organic Search,1566,1337,746,6475,0.4263,319.9,22,12975.93
2024-07-28,Paid Search,858,682,469,2367,0.5719,144.1,14,4224.76
2024-07-28,Social Media,704,521,254,2652,0.6202,75.9,35,26335.12
2024-07-28,Direct,620,483,267,1536,0.3724,303.4,36,23818.88
2024-07-28,Email,431,322,215,1018,0.3682,189.4,10,5764.78
2024-07-28,Referral,387,295,156,1540,0.4393,291.1,4,3026.32
2024-07-28,Display,277,201,109,979,0.5206,101.1,2,1549.9
2024-07-29,Organic Search,1860,1633,780,6029,0.713,282.6,68,14831.88
2024-07-29,Paid Search,1404,1153,608,4530,0.6792,93.3,60,23212.52
2024-07-29,Social Media,1095,913,519,4267,0.6578,111.0,22,4724.71
2024-07-29,Direct,1028,777,365,2392,0.4696,290.6,15,4277.15
2024-07-29,Email,548,452,240,2431,0.5807,195.2,21,16065.32
2024-07-29,Referral,571,423,234,2105,0.5433,303.0,6,4688.34
2024-07-29,Display,365,265,132,926,0.36,68.9,18,4287.17
2024-07-30,Organic Search,2000,1623,926,5850,0.5641,272.4,77,34652.77
2024-07-30,Paid Search,1241,1016,595,2957,0.4173,259.8,69,25267.51
2024-07-30,Social Media,1180,897,584,3858,0.5305,232.4,51,18866.62
2024-07-30,Direct,910,664,359,3313,0.7052,92.8,19,8624.6
2024-07-30,Email,533,430,225,2236,0.429,173.4,31,5597.55
2024-07-30,Referral,586,469,257,2554,0.7194,110.7,30,8458.67
2024-07-30,Display,322,269,144,1140,0.3637,283.6,11,7746.09
2024-07-31,Organic Search,2020,1528,1049,6815,0.4573,86.0,36,20989.74
2024-07-31,Paid Search,1402,1198,764,3455,0.6957,218.5,74,23920.32
2024-07-31,Social Media,1198,1044,547,5106,0.7082,292.4,40,8774.7
2024-07-31,Direct,1021,735,376,3505,0.4309,300.0,41,33631.12
2024-07-31,Email,522,410,199,2126,0.6211,269.8,30,8909.94
2024-07-31,Referral,571,470,257,1464,0.6504,78.3,33,10614.09
2024-07-31,Display,420,310,196,1833,0.3638,175.3,18,12154.08
2024-08-01,Organic Search,1792,1323,698,4204,0.564,182.5,77,26036.8
2024-08-01,Paid Search,1198,1004,565,2718,0.7112,296.7,32,10196.32
2024-08-01,Social Media,1204,940,632,2854,0.4959,212.1,64,39983.93
2024-08-01,Direct,980,824,417,2300,0.719,216.9,39,15001.78
2024-08-01,Email,666,550,362,2938,0.4771,225.9,35,11359.2
2024-08-01,Referral,560,427,219,1858,0.4763,277.4,33,5961.72
2024-08-01,Display,330,280,142,1085,0.5483,233.1,5,3450.37
2024-08-02,Organic Search,2225,1801,1187,6679,0.518,300.6,64,35789.66
2024-08-02,Paid Search,1382,1170,805,4811,0.3493,258.6,38,23218.18
2024-08-02,Social Media,1174,924,506,4562,0.4459,264.9,61,32851.05
2024-08-02,Direct,903,785,512,3257,0.6266,234.0,10,5338.59
2024-08-02,Email,512,446,211,2206,0.6368,249.6,26,7931.7
2024-08-02,Referral,573,444,307,1545,0.4873,72.4,18,15181.42
2024-08-02,Display,347,293,147,1370,0.5299,143.7,10,3744.34
2024-08-03,Organic Search,1484,1269,842,4305,0.5589,252.4,76,21745.63
2024-08-03,Paid Search,958,705,444,3482,0.4314,189.3,18,7188.63
2024-08-03,Social Media,630,524,281,2541,0.6762,256.2,36,12802.13
2024-08-03,Direct,513,417,282,1939,0.5354,256.8,18,7389.34
2024-08-03,Email,410,308,145,1449,0.6683,165.2,9,5783.38
2024-08-03,Referral,342,267,181,803,0.7016,271.8,18,6022.01
2024-08-03,Display,247,181,126,781,0.3171,202.5,10,3198.65
2024-08-04,Organic Search,1350,1151,800,3629,0.3948,228.5,28,3613.83
2024-08-04,Paid Search,802,580,349,3297,0.4741,203.3,30,12629.89
2024-08-04,Social Media,746,606,367,3157,0.7112,254.2,33,27614.36
2024-08-04,Direct,632,481,260,2692,0.6935,143.2,17,13929.91
2024-08-04,Email,344,295,205,926,0.5261,93.5,20,13849.59
2024-08-04,Referral,338,269,142,1364,0.5537,247.2,15,8862.38
2024-08-04,Display,245,215,121,852,0.3223,220.9,8,3507.32
2024-08-05,Organic Search,2356,1760,1038,8108,0.3242,150.4,125,28494.06
2024-08-05,Paid Search,1406,1027,646,4875,0.6979,249.2,64,30610.63
2024-08-05,Social Media,1100,957,666,2878,0.4899,200.0,48,17341.88
2024-08-05,Direct,907,780,535,2218,0.5266,237.1,23,2873.76
